Identifier,Company Name_x,Country of Exchange_x,"Debt to Equity Ratio (DER)
In the last 5 FY",Unnamed: 4_x,Unnamed: 5_x,Unnamed: 6_x,Unnamed: 7_x,Company Name_y,Country of Exchange_y,"ESG Score
In the last 5 FY",Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,"Revenue - Total
(IDR)
In the last 5 FY",Unnamed: 9_x,Unnamed: 10_x,Unnamed: 11_x,Unnamed: 12_x,Company Name,Country of Exchange,"Price Close
(IDR)
In the last 5 FY",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,"Shares - Outstanding - Total
In the last 5 FY",Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,"Total Assets
(IDR)
In the last 5 FY",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,"Total Liabilities
(IDR)
In the last 5 FY",Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,"ROA - %
In the last 5 FY",Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
NASI.JK,Wahana Inti Makmur Tbk PT,Indonesia,0.35,0.19,0.12,0.08,0.23,Wahana Inti Makmur Tbk PT,Indonesia,,,,,,"87,940,752,967.00","79,208,049,259.00","59,036,498,442.00","45,222,329,013.00","40,537,649,962.00",Wahana Inti Makmur Tbk PT,Indonesia,78,77,101,224,,"807,400,000.00","807,400,000.00","807,400,000.00","807,400,000.00","807,400,000.00","83,816,558,036.00","74,151,160,334.00","70,220,263,356.00","67,761,107,871.00","21,681,167,885.00","23,670,994,287.00","14,149,071,995.00","10,633,558,502.00","9,211,941,535.00","7,924,822,588.00",0.20%,1.10%,2.00%,1.70%,7.00%
NATO.JK,Surya Permata Andalan Tbk PT,Indonesia, -   ,,,,,Surya Permata Andalan Tbk PT,Indonesia,,,,,,"17,941,740,236.00","12,473,596,156.00","4,876,773,323.00","1,806,154,116.00","1,628,481,178.00",Surya Permata Andalan Tbk PT,Indonesia,159,199,505,740,585,"8,001,111,504.00","8,001,111,504.00","8,001,111,504.00","8,001,110,404.00","8,001,092,004.00","804,936,692,716.00","803,255,861,601.00","802,217,966,948.00","804,367,332,407.00","808,770,530,038.00","3,578,935,687.00","2,902,076,951.00","2,097,260,277.00","2,744,073,437.00","1,175,133,924.00",0.20%,0.20%,-0.20%,-0.60%,0.10%
NAYZ.JK,Hassana Boga Sejahtera PT Tbk,Indonesia,0.01,0.01,0.16,0.04,1.04,Hassana Boga Sejahtera PT Tbk,Indonesia,,,,,,"35,026,119,215.00","48,004,920,268.00","42,236,350,827.00","25,038,111,786.00","21,112,387,933.00",Hassana Boga Sejahtera PT Tbk,Indonesia,57,20,,,,"2,550,011,472.00","2,550,007,264.00","2,550,000,000.00","2,550,000,000.00","2,550,000,000.00","73,053,014,090.00","74,773,548,026.00","38,767,195,615.00","29,309,437,617.00","4,160,657,233.00","2,876,099,040.00","4,426,781,128.00","14,208,805,932.00","7,468,449,964.00","3,217,882,279.00",0.10%,1.90%,10.10%,8.80%,
NCKL.JK,PT Trimegah Bangun Persada Tbk,Indonesia,0.3,0.3,0.68,0.69,0.97,PT Trimegah Bangun Persada Tbk,Indonesia,43.83,38.54,,,,"26,965,262,000,000.00","23,857,861,000,000.00","9,567,954,987,534.00","8,229,175,648,515.00","4,071,638,197,059.00",PT Trimegah Bangun Persada Tbk,Indonesia,755,"1,000.00",,,,"63,098,600,000.00","63,098,600,000.00","55,101,000,000.00","63,098,600,000.00","63,098,600,000.00","52,253,838,000,000.00","45,289,026,000,000.00","34,604,697,319,711.00","21,001,859,521,415.00","20,260,264,291,103.00","15,799,784,000,000.00","16,897,063,000,000.00","20,375,564,221,043.00","11,459,592,730,828.00","11,780,489,498,103.00",17.80%,20.50%,23.90%,19.30%,6.30%
NELY.JK,Pelayaran Nelly Dwi Putri Tbk PT,Indonesia,0.17,0.06,0.06,0.08,0.1,Pelayaran Nelly Dwi Putri Tbk PT,Indonesia,,,,,,"490,338,038,801.00","522,351,078,947.00","309,603,262,557.00","199,312,722,588.00","230,662,117,776.00",Pelayaran Nelly Dwi Putri Tbk PT,Indonesia,442,486,310,308,142,"2,350,000,000.00","2,350,000,000.00","2,350,000,000.00","2,350,000,000.00","2,350,000,000.00","1,092,341,955,222.00","829,253,927,925.00","653,425,820,330.00","552,781,459,611.00","568,048,326,214.00","191,642,143,393.00","98,996,443,759.00","69,633,567,723.00","60,858,708,144.00","69,298,714,658.00",25.90%,32.10%,21.80%,9.90%,8.70%
NEST.JK,Pt Esta Indonesia Tbk,Indonesia, -   ,0.12, -   , -   ,,Pt Esta Indonesia Tbk,Indonesia,,,,,,"541,183,464,172.00","600,000,900,101.00","440,044,949,150.00","453,377,915,036.00",,Pt Esta Indonesia Tbk,Indonesia,402,,,,,"4,112,500,000.00","4,112,500,000.00","4,112,500,000.00","4,112,500,000.00",,"471,016,596,756.00","317,065,295,937.00","123,510,034,620.00","120,883,911,463.00",,"115,554,509,507.00","128,080,117,608.00","70,887,045,873.00","78,139,733,898.00",,8.90%,15.10%,11.20%,,
NETV.JK,MDTV Media Technologies Tbk PT,Indonesia,0.34,,,,24.72,MDTV Media Technologies Tbk PT,Indonesia,,,,,,"209,729,710,295.00","235,745,414,500.00","438,679,000,808.00","490,196,859,796.00","446,490,355,139.00",MDTV Media Technologies Tbk PT,Indonesia,112,118,432,,,"41,360,517,722.00","11,726,588,620.00","11,726,588,620.00","8,758,594,142.00","8,758,594,142.00","1,044,869,043,684.00","1,215,005,762,743.00","1,650,328,241,919.00","1,701,981,142,344.00","1,815,988,216,138.00","369,473,867,456.00","1,943,481,522,606.00","1,742,295,787,440.00","1,729,445,374,508.00","1,764,366,157,574.00",-7.10%,-44.60%,-8.60%,-9.60%,-21.20%
NFCX.JK,NFC Indonesia Tbk PT,Indonesia,0.48,0.39,0.14,0.16,0.09,NFC Indonesia Tbk PT,Indonesia,,,,,,"6,074,313,841,805.00","9,526,101,865,748.00","9,836,622,374,855.00","8,885,891,410,028.00","7,597,266,302,278.00",NFC Indonesia Tbk PT,Indonesia,"1,070.00","4,050.00","8,000.00","8,950.00","2,310.00","662,412,300.00","662,412,300.00","662,412,300.00","662,412,300.00","662,412,300.00","1,365,905,134,106.00","1,577,860,513,306.00","1,859,955,040,345.00","1,926,693,143,204.00","1,403,992,329,735.00","616,752,482,445.00","685,843,006,799.00","486,431,741,707.00","539,497,347,440.00","409,616,561,116.00",-10.00%,-27.40%,1.60%,20.90%,4.90%
NICE.JK,Adhi Kartiko Pratama Tbk PT,Indonesia,0.3,0.06,0.11,0.02,0.44,Adhi Kartiko Pratama Tbk PT,Indonesia,,,,,,"616,007,380,096.00","927,941,933,209.00","867,842,629,537.00","259,089,343,256.00","103,542,570,027.00",Adhi Kartiko Pratama Tbk PT,Indonesia,356,,,,,"6,082,020,000.00","6,082,020,000.00","6,082,020,000.00","6,082,020,000.00","6,082,020,000.00","409,010,604,493.00","333,232,967,683.00","283,452,899,233.00","168,995,250,531.00","87,109,588,820.00","234,339,025,345.00","192,514,005,163.00","195,351,009,902.00","119,566,417,375.00","82,942,115,917.00",14.30%,26.60%,61.60%,45.80%,
NICK.JK,Charnic Capital Tbk PT,Indonesia,,,,,,Charnic Capital Tbk PT,Indonesia,,,,,,"23,885,767,910.00","6,426,355,798.00","48,039,715,970.00","10,192,894,024.00","625,607,668.00",Charnic Capital Tbk PT,Indonesia,650,248,177,750,270,"651,150,000.00","651,150,000.00","651,150,000.00","651,150,000.00","651,150,000.00","205,609,972,532.00","196,284,742,005.00","264,688,648,104.00","315,428,540,233.00","99,637,388,662.00","2,115,283,741.00","1,286,437,669.00","1,096,001,359.00","1,034,926,716.00","1,722,063,842.00",4.20%,-29.40%,-17.40%,104.40%,-2.30%
NICL.JK,PAM Mineral Tbk PT,Indonesia,0,0.01,0,0.01,0,PAM Mineral Tbk PT,Indonesia,,,,,,"1,442,490,354,916.00","1,141,462,895,855.00","1,149,394,604,496.00","419,446,938,854.00","188,021,770,134.00",PAM Mineral Tbk PT,Indonesia,260,208,155,69,,"10,635,644,907.00","10,635,644,907.00","9,662,516,057.00","9,662,500,000.00","9,662,500,000.00","1,050,106,851,230.00","856,837,978,400.00","600,874,396,472.00","417,347,357,927.00","189,714,865,928.00","171,921,508,507.00","111,367,810,980.00","103,558,595,871.00","70,253,268,788.00","82,934,785,029.00",43.50%,6.40%,39.80%,20.20%,38.20%
NIKL.JK,Pelat Timah Nusantara Tbk PT,Indonesia,1.13,1.05,1.6,1.32,1.14,Pelat Timah Nusantara Tbk PT,Indonesia,,,,,,"2,505,666,995,440.00","2,633,886,058,450.00","3,974,479,541,560.00","3,002,994,597,750.00","2,032,006,532,400.00",Pelat Timah Nusantara Tbk PT,Indonesia,236,304,650,975,"1,445.00","2,523,350,000.00","2,523,350,000.00","2,523,350,000.00","2,523,350,000.00","2,523,350,000.00","2,176,337,535,130.00","2,090,915,292,715.00","3,056,578,867,320.00","2,675,493,559,500.00","1,852,228,516,320.00","1,277,740,335,020.00","1,232,476,745,250.00","2,124,206,338,595.00","1,897,692,991,500.00","1,172,902,021,200.00",0.20%,-2.90%,4.80%,6.90%,2.60%
NINE.JK,Techno9 Indonesia PT Tbk,Indonesia,0.05,0.04,0.05,0.15,8.49,Techno9 Indonesia PT Tbk,Indonesia,,,,,,"9,016,469,130.00","14,775,328,996.00","19,848,779,617.00","6,531,239,273.00","1,900,118,905.00",Techno9 Indonesia PT Tbk,Indonesia,129,9,49,,,"2,157,000,000.00","2,157,000,000.00","2,157,000,000.00","2,157,000,000.00",,"44,464,853,545.00","50,428,003,298.00","19,364,366,094.00","10,445,859,555.00",,"2,907,510,278.00","4,848,904,680.00","4,252,800,316.00","9,384,926,138.00",,-10.90%,6.90%,3.70%,,
NIPS.JK,,,,,,,,Nipress Tbk PT,Indonesia,,,,,,"1,077,046,664,000.00","1,039,635,856,000.00","987,862,829,000.00","1,015,868,035,000.00","911,064,069,000.00",Nipress Tbk PT,Indonesia,282,282,282,282,282,"1,635,333,332.00","1,635,333,332.00","1,486,666,666.00","1,486,666,666.00","724,914,923.18","1,900,351,922,000.00","1,777,956,390,000.00","1,547,720,090,000.00","1,206,854,399,000.00","798,407,625,000.00","1,020,839,351,000.00","935,375,496,000.00","938,717,411,000.00","630,960,175,000.00","562,461,853,000.00",3.20%,5.30%,3.00%,6.70%,6.90%
NIRO.JK,City Retail Developments Tbk PT,Indonesia,1.39,1.02,0.94,0.7,0.5,City Retail Developments Tbk PT,Indonesia,,,,,,"1,305,018,905,651.00","1,145,464,858,602.00","908,453,615,821.00","732,650,579,963.00","529,195,143,400.00",City Retail Developments Tbk PT,Indonesia,131,140,143,150,162,"22,198,871,804.00","22,198,871,804.00","22,198,871,804.00","22,198,871,804.00","22,198,871,804.00","14,519,184,207,376.00","13,584,895,893,410.00","12,930,967,694,757.00","11,691,071,599,377.00","10,608,390,520,541.00","9,221,015,465,040.00","7,778,011,312,836.00","6,842,019,184,618.00","5,263,849,675,728.00","4,019,064,322,188.00",-2.60%,-1.50%,-2.20%,-0.80%,2.20%
NISP.JK,Bank OCBC NISP Tbk PT,Indonesia,0.5,0.53,0.46,0.15,0.19,Bank OCBC NISP Tbk PT,Indonesia,66.25,65.91,64.13,70.57,,"11,936,019,000,000.00","11,313,154,000,000.00","10,604,170,000,000.00","9,704,222,000,000.00","9,475,160,000,000.00",Bank OCBC NISP Tbk PT,Indonesia,"1,315.00","1,180.00",745,670,820,"22,945,296,972.00","22,945,296,972.00","22,945,296,972.00","22,945,296,972.00","22,945,296,972.00","281,008,237,000,000.00","249,757,139,000,000.00","238,498,560,000,000.00","214,395,608,000,000.00","206,297,200,000,000.00","240,316,858,000,000.00","212,436,871,000,000.00","204,287,525,000,000.00","182,068,037,000,000.00","176,467,884,000,000.00",2.30%,2.10%,1.90%,1.50%,1.40%
NOBU.JK,Bank Nationalnobu Tbk PT,Indonesia,1.22,1.35,2.29,0.98,0.9,Bank Nationalnobu Tbk PT,Indonesia,,,,,,"1,265,251,000,000.00","864,893,000,000.00","712,307,000,000.00","572,488,000,000.00","511,138,000,000.00",Bank Nationalnobu Tbk PT,Indonesia,575,740,511.13,659.83,766.7,"7,478,443,899.00","7,478,443,899.00","4,952,202,016.48","4,775,337,658.98","4,775,337,658.98","33,325,801,000,000.00","26,622,352,000,000.00","22,116,366,000,000.00","20,742,643,000,000.00","13,737,934,000,000.00","29,676,968,000,000.00","23,287,337,000,000.00","20,243,766,000,000.00","18,977,960,000,000.00","12,218,080,000,000.00",1.40%,0.80%,0.60%,0.50%,0.50%
NPGF.JK,Nusa Palapa Gemilang Tbk PT,Indonesia,0.31,0.12,0.92,0.66,1.04,Nusa Palapa Gemilang Tbk PT,Indonesia,,,,,,"168,007,044,537.00","52,286,426,282.00","154,393,059,177.00","352,351,492,551.00","335,061,177,935.00",Nusa Palapa Gemilang Tbk PT,Indonesia,32,50,50,91,,"3,240,235,840.00","3,240,235,840.00","3,240,235,840.00","3,240,235,840.00","2,592,188,640.00","315,037,103,803.00","272,274,972,509.00","367,958,898,507.00","398,394,808,298.00","318,901,725,315.00","79,438,970,236.00","39,839,820,119.00","195,650,197,454.00","187,827,898,047.00","173,950,391,453.00",1.70%,20.80%,-12.40%,1.50%,2.20%
NRCA.JK,Nusa Raya Cipta Tbk PT,Indonesia,0.15,0.11,0.19,0.02,0.17,Nusa Raya Cipta Tbk PT,Indonesia,,,,,,"3,372,465,083,657.00","2,895,507,275,859.00","2,462,407,757,122.00","1,669,713,392,168.00","2,085,740,129,302.00",Nusa Raya Cipta Tbk PT,Indonesia,352,332,302,290,378,"2,421,631,944.00","2,417,078,344.00","2,417,078,344.00","2,417,078,344.00","2,417,078,344.00","2,373,118,335,025.00","2,336,265,865,936.00","2,454,852,311,196.00","2,142,945,408,364.00","2,221,459,173,567.00","1,168,762,362,416.00","1,138,018,030,997.00","1,251,141,710,774.00","975,856,372,145.00","1,068,303,801,217.00",7.50%,7.30%,6.30%,4.50%,4.80%
NSSS.JK,PT Nusantara Sawit Sejahtera Tbk,Indonesia,1.46,1.98,3.34,3.85,7.1,PT Nusantara Sawit Sejahtera Tbk,Indonesia,,,,,,"1,489,898,814,745.00","1,184,580,702,742.00","1,134,094,562,861.00","1,146,624,000,000.00","746,873,000,000.00",PT Nusantara Sawit Sejahtera Tbk,Indonesia,276,177,,,,"23,801,568,645.00","23,788,868,114.00","20,220,000,000.00","23,788,235,300.00","23,788,235,300.00","3,727,745,185,220.00","3,672,336,125,308.00","3,035,284,633,562.00","2,975,000,000,000.00","2,755,148,000,000.00","2,362,685,998,155.00","2,611,145,323,378.00","2,405,161,276,788.00","2,416,197,000,000.00","2,441,748,000,000.00",11.00%,1.50%,4.10%,11.70%,-0.90%
NTBK.JK,Nusatama Berkah Tbk PT,Indonesia,0.09,0.12,0.11,0.5,2.23,Nusatama Berkah Tbk PT,Indonesia,,,,,,"105,480,957,484.00","137,645,362,565.00","101,879,539,632.00","52,798,355,960.00","43,288,186,229.00",Nusatama Berkah Tbk PT,Indonesia,50,50,50,,,"2,700,064,877.00","2,700,064,877.00","2,700,277,080.00","3,400,000,000.00","3,400,000,000.00","168,643,383,859.00","143,241,211,993.00","153,065,918,623.00","61,520,365,965.00","57,163,180,604.00","73,289,230,798.00","48,143,195,613.00","61,659,234,423.00","38,141,596,263.00","46,214,573,053.00",0.70%,3.90%,2.40%,0.80%,0.40%
NUSA.JK,Sinergi Megah Internusa Tbk PT,Indonesia,0.06,0.08,, -   ,,Sinergi Megah Internusa Tbk PT,Indonesia,,,,,,"13,819,525,860.00","8,387,859,041.00","2,299,071,395.00",0,,Sinergi Megah Internusa Tbk PT,Indonesia,50,50,50,50,50,"7,700,000,000.00","6,500,000,000.00","37,500,000.00","37,500,000.00",,"820,289,375,830.00","667,291,896,400.00","104,134,165,167.00","72,764,698,886.00",,"55,842,241,480.00","63,217,229,971.00","137,725,384,059.00","70,679,072,016.00",,-2.00%,-2.50%,-40.30%,,
NZIA.JK,Nusantara Almazia Tbk PT,Indonesia,0.13,0.17,0.13,0.16,0.21,Nusantara Almazia Tbk PT,Indonesia,,,,,,"63,656,114,694.00","45,096,150,000.00","84,683,945,000.00","100,416,453,220.00","80,627,075,000.00",Nusantara Almazia Tbk PT,Indonesia,69,82,354,157,180,"2,197,540,705.00","2,197,540,705.00","2,197,540,705.00","2,197,540,705.00","2,197,540,705.00","583,869,171,940.00","608,022,418,033.00","605,500,645,195.00","633,543,391,000.00","663,378,054,003.00","88,229,483,683.00","104,046,589,784.00","92,722,724,763.00","122,172,014,040.00","154,875,436,623.00",-1.30%,-1.40%,0.40%,0.70%,0.60%
OASA.JK,Maharaksa Biru Energi Tbk PT,Indonesia,0.05,0.01,0.11,,,Maharaksa Biru Energi Tbk PT,Indonesia,,,,,,"66,775,890,210.00","44,151,348,251.00","40,808,504,420.00","3,410,781,850.00","1,211,712,320.00",Maharaksa Biru Energi Tbk PT,Indonesia,141,137,135.7,164.98,71.85,"6,347,220,000.00","1,836,619,718.31","1,836,619,718.31","1,836,619,718.31","1,836,619,718.31","760,388,312,170.00","293,778,141,690.00","47,872,481,866.00","46,840,047,799.00","47,359,872,599.00","93,749,162,248.00","215,041,141,249.00","127,912,221.00","429,116,050.00","928,158,975.00",0.70%,3.50%,3.00%,-0.30%,-2.60%
OBAT.JK,Brigit Biofarmaka Teknologi Tbk PT,Indonesia,0.22,0.09,0.02,0.01,,Brigit Biofarmaka Teknologi Tbk PT,Indonesia,,,,,,"120,626,811,471.00","56,930,100,939.00","38,495,534,971.00","37,853,059,931.00",,Brigit Biofarmaka Teknologi Tbk PT,Indonesia,,,,,,"600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00",,"65,886,186,535.00","36,298,350,795.00","25,665,844,627.00","24,774,895,724.00",,"22,195,930,151.00","16,954,841,347.00","10,291,630,322.00","6,483,362,304.00",,77.40%,48.70%,59.30%,,
OBMD.JK,Obm Drilchem Tbk PT,Indonesia,0.05,0.05,0.04,0.06,0.17,Obm Drilchem Tbk PT,Indonesia,,,,,,"169,641,574,884.00","154,488,567,747.00","103,324,243,970.00","66,883,321,837.00","59,987,664,702.00",Obm Drilchem Tbk PT,Indonesia,224,270,186,126,,"805,992,931.00","805,992,931.00","805,992,931.00","550,000,000.00","732,000,000.00","204,853,608,769.00","176,142,742,412.00","130,535,594,202.00","101,174,568,475.00","71,079,175,155.00","30,776,540,605.00","40,846,481,843.00","19,748,155,034.00","11,641,961,819.00","19,727,705,792.00",26.90%,21.00%,10.10%,8.20%,15.90%
OCAP.JK,Onix Capital Tbk PT,Indonesia,,,,,,Onix Capital Tbk PT,Indonesia,,,,,,0,0,0,0,"5,279,536,653.00",Onix Capital Tbk PT,Indonesia,159,159,159,159,159,"257,259,900.00","273,200,000.00","273,200,000.00","273,200,000.00","273,200,000.00","3,269,847,732.00","10,444,456,601.00","3,561,398,797.00","13,922,049,698.00","24,258,481,093.00","251,429,404,610.00","243,071,111,737.00","230,246,298,782.00","208,935,770,436.00","210,043,138,412.00",-181.50%,-85.30%,-362.40%,-48.60%,-47.70%
OILS.JK,Indo Oil Perkasa Tbk PT,Indonesia,1.03,1.09,0.64,0.51,1.27,Indo Oil Perkasa Tbk PT,Indonesia,,,,,,"634,376,822,300.00","600,351,628,985.00","514,201,823,992.00","375,300,332,846.00","293,870,179,399.00",Indo Oil Perkasa Tbk PT,Indonesia,94,133,212,340,,"454,056,563.00","454,056,563.00","454,056,563.00","454,000,000.00","454,000,000.00","219,173,546,119.00","199,907,912,568.00","157,982,373,781.00","131,669,356,688.00","77,118,700,793.00","128,359,964,260.00","115,421,733,330.00","75,193,658,157.00","54,607,833,589.00","52,364,382,352.00",3.90%,2.30%,6.50%,7.50%,8.10%
OKAS.JK,Ancora Indonesia Resources Tbk PT,Indonesia,1,1.77,7.52,,35.54,Ancora Indonesia Resources Tbk PT,Indonesia,,,,,,"2,931,608,168,880.00","2,849,467,677,885.00","2,463,976,451,310.00","1,551,408,757,500.00","1,520,591,866,560.00",Ancora Indonesia Resources Tbk PT,Indonesia,100,93,105,86,103,"2,373,449,165.00","2,373,449,165.00","1,765,927,777.00","1,765,927,777.00","1,765,927,777.00","2,833,677,172,290.00","2,833,630,518,090.00","2,774,777,764,275.00","2,372,156,816,250.00","2,402,443,031,040.00","1,874,509,553,340.00","2,191,122,086,675.00","2,574,822,692,200.00","2,382,458,768,250.00","2,354,870,948,040.00",19.40%,7.90%,12.50%,-2.10%,-2.30%
OLIV.JK,Oscar Mitra Sukses Sejahtera Tbk PT,Indonesia,0.14,0.18,0.18,0.57,0.08,Oscar Mitra Sukses Sejahtera Tbk PT,Indonesia,,,,,,"10,892,479,191.00","20,274,939,061.00","57,596,429,827.00","50,357,169,856.00","31,546,677,278.00",Oscar Mitra Sukses Sejahtera Tbk PT,Indonesia,14,9,27,,,"1,900,073,314.00","1,900,073,314.00","1,900,010,788.00","1,500,000,000.00","1,900,000,000.00","53,241,206,948.00","62,673,965,119.00","69,981,050,378.00","30,750,634,478.00","15,101,138,078.00","7,889,194,032.00","11,753,684,312.00","15,833,529,695.00","13,844,928,804.00","8,200,528,590.00",-12.20%,-5.90%,1.90%,4.00%,
OMED.JK,Jayamas Medica Industri TBK PT,Indonesia,0.07,0.08,0.1,0.15,0.17,Jayamas Medica Industri TBK PT,Indonesia,,,,,,"1,885,822,041,124.00","1,736,989,809,989.00","1,739,054,461,606.00","2,226,573,432,351.00","1,994,539,557,191.00",Jayamas Medica Industri TBK PT,Indonesia,180,214,212,,,"27,058,850,000.00","27,058,850,000.00","27,058,850,000.00","27,058,850,000.00","27,058,850,000.00","2,825,331,331,720.00","2,581,482,597,488.00","2,507,318,880,538.00","1,726,399,771,843.00","1,416,582,151,432.00","329,642,625,834.00","336,074,635,547.00","437,898,413,298.00","480,957,444,798.00","466,014,664,058.00",14.60%,12.80%,17.60%,46.40%,82.90%
OMRE.JK,Indonesia Prima Property Tbk PT,Indonesia,0.01,0.02,0.02,0.03,0.03,Indonesia Prima Property Tbk PT,Indonesia,,,,,,"63,450,385,158.00","71,374,127,445.00","88,296,513,447.00","85,195,697,693.00","72,735,015,093.00",Indonesia Prima Property Tbk PT,Indonesia,412,498,810,631.09,241.98,"2,945,211,000.00","2,945,211,000.00","1,745,000,000.00","2,336,479,882.17","2,336,479,882.17","4,021,673,449,530.00","4,014,581,267,198.00","3,989,682,804,521.00","4,108,917,393,232.00","4,133,736,877,099.00","554,111,567,130.00","411,372,974,666.00","827,629,121,014.00","718,406,241,142.00","578,091,380,110.00",-3.60%,-4.00%,-5.70%,-4.00%,-5.00%
OPMS.JK,Optima Prima Metal Sinergi Tbk PT,Indonesia, -   ,0,, -   ,0,Optima Prima Metal Sinergi Tbk PT,Indonesia,,,,,,"40,784,168,728.00","9,117,164,461.00","22,510,395,004.00","41,184,564,806.00","34,773,247,358.00",Optima Prima Metal Sinergi Tbk PT,Indonesia,50,52,88,139,166,"801,627,000.00","801,627,000.00","801,627,000.00","801,627,000.00","801,627,000.00","80,023,077,233.00","89,202,406,478.00","94,312,418,502.00","93,904,738,720.00","99,117,797,294.00","719,958,763.00","1,786,208,361.00","2,412,879,896.00","692,375,584.00","5,492,485,549.00",-8.10%,-6.90%,-1.30%,-0.80%,1.10%
PACK.JK,Abadi Nusantara Hijau Investama Tbk PT,Indonesia,0.05,0.18,2.68,6.46,,Abadi Nusantara Hijau Investama Tbk PT,Indonesia,,,,,,"54,702,368,426.00","52,931,736,227.00","44,150,213,935.00","36,215,902,965.00",,Abadi Nusantara Hijau Investama Tbk PT,Indonesia,615,36,,,,"1,543,043,824.00","1,537,546,000.00","1,537,546,000.00","1,537,546,000.00",,"66,918,151,108.00","77,129,464,461.00","43,686,325,854.00","36,584,088,072.00",,"9,131,514,671.00","22,395,995,979.00","37,928,981,754.00","33,821,026,571.00",,1.60%,4.80%,6.40%,,
PADA.JK,Personel Alih Daya Tbk PT,Indonesia,0.58,0.71,0.85,1.08,0.93,Personel Alih Daya Tbk PT,Indonesia,,,,,,"910,544,339,136.00","815,740,188,341.00","700,938,992,980.00","701,091,248,818.00","743,407,295,540.00",Personel Alih Daya Tbk PT,Indonesia,14,50,254,,,"3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","242,149,128,715.00","312,037,555,262.00","360,024,694,168.00","199,493,522,001.00","213,981,035,913.00","124,633,451,826.00","178,031,025,762.00","218,736,768,572.00","150,360,479,714.00","168,510,072,763.00",-5.80%,-0.70%,2.60%,3.80%,3.20%
PADI.JK,Minna Padi Investama Sekuritas Tbk PT,Indonesia,0.08,0.06,0.06,0.05,0.05,Minna Padi Investama Sekuritas Tbk PT,Indonesia,,,,,,"1,589,022,869.00","10,416,698,383.00","-10,234,405,371.00","-40,817,337,259.00","-61,000,620,281.00",Minna Padi Investama Sekuritas Tbk PT,Indonesia,10,8,50,50,50,"11,307,246,524.00","11,307,246,524.00","11,307,246,524.00","11,307,246,524.00","11,307,246,524.00","175,968,492,359.00","238,691,352,303.00","217,302,664,226.00","266,587,854,693.00","334,609,310,613.00","20,662,915,898.00","72,907,846,893.00","24,518,124,518.00","24,621,827,763.00","39,785,627,279.00",-6.80%,-10.80%,-19.50%,-18.70%,-20.30%
